,id,count,model,trade_count,winning_ratio,mean_gain,mean_loss,payoff_ratio,sum_gain,sum_loss,profit_factor,
0,086790,200,lg,28,0.607142857,1729.411765,981.8181818,1.761437908,29400,10800,2.722222222,
1,086790,200,dt,12,0.666666667,3050,1950,1.564102564,24400,7800,3.128205128,
2,086790,200,rf,28,0.428571429,2225,1156.25,1.924324324,26700,18500,1.443243243,
3,086790,200,xg,32,0.34375,1000,1095,0.913242009,11000,21900,0.502283105,
0,086790,250,lg,26,0.653846154,1570.588235,1422.222222,1.104319853,26700,12800,2.0859375,
1,086790,250,dt,27,0.481481481,1423.076923,1383.333333,1.028730306,18500,16600,1.114457831,
2,086790,250,rf,20,0.7,2078.571429,1750,1.187755102,29100,10500,2.771428571,
3,086790,250,xg,34,0.411764706,1464.285714,1320,1.109307359,20500,26400,0.776515152,
0,017670,20,lg,19,0.631578947,1041.666667,1385.714286,0.751718213,12500,9700,1.288659794,3.013157895
1,017670,20,dt,33,0.454545455,1253.333333,1578.571429,0.793966817,18800,22100,0.850678733,
2,017670,20,rf,38,0.526315789,1180,964.7058824,1.223170732,23600,16400,1.43902439,
3,017670,20,xg,37,0.702702703,1100,1681.818182,0.654054054,28600,18500,1.545945946,
0,017670,50,lg,10,0.6,1600,2200,0.727272727,9600,8800,1.090909091,
1,017670,50,dt,32,0.5625,1322.222222,2000,0.661111111,23800,26000,0.915384615,
2,017670,50,rf,46,0.565217391,1165.384615,1161.111111,1.00368053,30300,20900,1.449760766,
3,017670,50,xg,26,0.615384615,1431.25,760,1.883223684,22900,7600,3.013157895,
0,017670,100,lg,33,0.515151515,1664.705882,1240,1.342504744,28300,18600,1.521505376,
1,017670,100,dt,23,0.347826087,2112.5,1260,1.676587302,16900,18900,0.894179894,
2,017670,100,rf,46,0.47826087,1604.545455,742.8571429,2.159965035,35300,15600,2.262820513,
3,017670,100,xg,40,0.525,1333.333333,1355.555556,0.983606557,28000,24400,1.147540984,
0,017670,150,lg,28,0.571428571,1481.25,1408.333333,1.051775148,23700,16900,1.402366864,
1,017670,150,dt,16,0.25,1175,858.3333333,1.368932039,4700,10300,0.45631068,
2,017670,150,rf,42,0.5,1347.619048,900,1.497354497,28300,18900,1.497354497,
3,017670,150,xg,45,0.6,1470.37037,1235.294118,1.190299824,39700,21000,1.89047619,
0,017670,200,lg,27,0.555555556,1560,1500,1.04,23400,18000,1.3,
1,017670,200,dt,21,0.571428571,1008.333333,1322.222222,0.762605042,12100,11900,1.016806723,
2,017670,200,rf,37,0.486486486,1711.111111,1055.555556,1.621052632,30800,19000,1.621052632,
3,017670,200,xg,39,0.58974359,1647.826087,940,1.753006475,37900,14100,2.687943262,
0,017670,250,lg,30,0.566666667,1511.764706,1508.333333,1.002274943,25700,18100,1.419889503,
1,017670,250,dt,19,0.421052632,937.5,1327.272727,0.706335616,7500,14600,0.51369863,
2,017670,250,rf,40,0.375,1433.333333,1186.956522,1.207570208,21500,27300,0.787545788,
3,017670,250,xg,44,0.545454545,1362.5,726.3157895,1.875905797,32700,13800,2.369565217,
0,051900,20,lg,21,0.476190476,2370,1690,1.402366864,23700,16900,1.402366864,3.725
1,051900,20,dt,8,0.5,725,700,1.035714286,2900,2800,1.035714286,
2,051900,20,rf,44,0.477272727,1795.238095,1239.130435,1.448788638,37700,28500,1.322807018,
3,051900,20,xg,31,0.516129032,1562.5,1073.333333,1.455745342,25000,16100,1.552795031,
0,051900,50,lg,9,0.333333333,2500,1116.666667,2.23880597,7500,6700,1.119402985,
1,051900,50,dt,34,0.470588235,1475,1188.888889,1.240654206,23600,21400,1.102803738,
2,051900,50,rf,39,0.41025641,1756.25,1150,1.527173913,28100,25300,1.110671937,
3,051900,50,xg,16,0.375,1400,937.5,1.493333333,8400,7500,1.12,
0,051900,100,lg,24,0.5,1508.333333,700,2.154761905,18100,7700,2.350649351,
1,051900,100,dt,37,0.513513514,1478.947368,1555.555556,0.95075188,28100,28000,1.003571429,
2,051900,100,rf,40,0.55,1127.272727,1244.444444,0.905844156,24800,22400,1.107142857,
3,051900,100,xg,23,0.52173913,1583.333333,990.9090909,1.597859327,19000,10900,1.743119266,
0,051900,150,lg,20,0.6,1241.666667,571.4285714,2.172916667,14900,4000,3.725,
1,051900,150,dt,23,0.434782609,2340,2525,0.926732673,23400,30300,0.772277228,
2,051900,150,rf,35,0.571428571,1300,2107.692308,0.616788321,26000,27400,0.948905109,
3,051900,150,xg,30,0.5,1266.666667,1421.428571,0.891122278,19000,19900,0.954773869,
0,051900,200,lg,18,0.555555556,1320,771.4285714,1.711111111,13200,5400,2.444444444,
1,051900,200,dt,15,0.533333333,2050,2550,0.803921569,16400,15300,1.071895425,
2,051900,200,rf,17,0.529411765,2044.444444,1787.5,1.143745144,18400,14300,1.286713287,
3,051900,200,xg,24,0.541666667,1338.461538,1618.181818,0.827139153,17400,17800,0.97752809,
0,051900,250,lg,20,0.6,1141.666667,714.2857143,1.598333333,13700,5000,2.74,
1,051900,250,dt,23,0.434782609,2540,1723.076923,1.474107143,25400,22400,1.133928571,
2,051900,250,rf,27,0.62962963,1429.411765,2110,0.677446334,24300,21100,1.151658768,
3,051900,250,xg,29,0.517241379,1626.666667,1225,1.327891156,24400,14700,1.659863946,
0,010130,20,lg,26,0.5,1623.076923,1592.307692,1.019323671,21100,20700,1.019323671,1.520710059
1,010130,20,dt,28,0.321428571,2855.555556,994.1176471,2.872452334,25700,16900,1.520710059,
2,010130,20,rf,35,0.428571429,1273.333333,989.4736842,1.286879433,19100,18800,1.015957447,
3,010130,20,xg,42,0.5,1261.904762,1310,0.963286078,26500,26200,1.011450382,
0,010130,50,lg,12,0.5,1283.333333,2066.666667,0.620967742,7700,12400,0.620967742,
1,010130,50,dt,37,0.513513514,1610.526316,1866.666667,0.862781955,30600,33600,0.910714286,
2,010130,50,rf,40,0.4,1237.5,1190.47619,1.0395,19800,25000,0.792,
3,010130,50,xg,26,0.384615385,1730,1764.285714,0.980566802,17300,24700,0.700404858,
0,010130,100,lg,26,0.384615385,690,1492.857143,0.462200957,6900,20900,0.330143541,
1,010130,100,dt,28,0.464285714,838.4615385,1786.666667,0.469288175,10900,26800,0.406716418,
2,010130,100,rf,33,0.545454545,1200,1228.571429,0.976744186,21600,17200,1.255813953,
3,010130,100,xg,27,0.481481481,1146.153846,1307.692308,0.876470588,14900,17000,0.876470588,
0,010130,150,lg,20,0.45,677.7777778,1790.909091,0.378454597,6100,19700,0.30964467,
1,010130,150,dt,28,0.428571429,1958.333333,1493.333333,1.311383929,23500,22400,1.049107143,
2,010130,150,rf,34,0.5,1182.352941,2060,0.573957738,20100,30900,0.650485437,
3,010130,150,xg,28,0.5,1828.571429,1735.714286,1.053497942,25600,24300,1.053497942,
0,010130,200,lg,16,0.375,400,2030,0.197044335,2400,20300,0.118226601,
1,010130,200,dt,19,0.578947368,1427.272727,3012.5,0.473783478,15700,24100,0.651452282,
2,010130,200,rf,21,0.523809524,1236.363636,2925,0.422688423,13600,23400,0.581196581,
3,010130,200,xg,24,0.416666667,2350,1869.230769,1.257201646,23500,24300,0.967078189,
0,010130,250,lg,20,0.5,700,1600,0.4375,7000,16000,0.4375,
1,010130,250,dt,32,0.40625,1315.384615,1715.789474,0.766635205,17100,32600,0.524539877,
2,010130,250,rf,36,0.444444444,1556.25,1325,1.174528302,24900,26500,0.939622642,
3,010130,250,xg,28,0.5,1542.857143,1553.846154,0.992927864,21600,20200,1.069306931,
0,033780,20,lg,32,0.53125,1758.823529,1113.333333,1.579781613,29900,16700,1.790419162,6.605263158
1,033780,20,dt,13,0.230769231,1000,1900,0.526315789,3000,17100,0.175438596,
2,033780,20,rf,33,0.454545455,1520,1455.555556,1.044274809,22800,26200,0.870229008,
3,033780,20,xg,26,0.576923077,966.6666667,1380,0.700483092,14500,13800,1.050724638,
0,033780,50,lg,4,0.75,2366.666667,3000,0.788888889,7100,3000,2.366666667,
1,033780,50,dt,20,0.5,1610,860,1.872093023,16100,8600,1.872093023,
2,033780,50,rf,40,0.4,1468.75,1185.714286,1.238704819,23500,24900,0.9437751,
3,033780,50,xg,23,0.434782609,990,933.3333333,1.060714286,9900,11200,0.883928571,
0,033780,100,lg,24,0.458333333,1909.090909,961.5384615,1.985454545,21000,12500,1.68,
1,033780,100,dt,20,0.6,1783.333333,2300,0.775362319,21400,18400,1.163043478,
2,033780,100,rf,40,0.5,1190,1300,0.915384615,23800,24700,0.963562753,
3,033780,100,xg,30,0.4,1175,1350,0.87037037,14100,21600,0.652777778,
0,033780,150,lg,18,0.388888889,2542.857143,990.9090909,2.566186107,17800,10900,1.633027523,
1,033780,150,dt,16,0.1875,4733.333333,1858.333333,2.547085202,14200,22300,0.6367713,
2,033780,150,rf,39,0.615384615,1554.166667,1286.666667,1.207901554,37300,19300,1.932642487,
3,033780,150,xg,36,0.5,1605.555556,1641.176471,0.9782955,28900,27900,1.035842294,
0,033780,200,lg,19,0.473684211,2088.888889,920,2.270531401,18800,9200,2.043478261,
1,033780,200,dt,15,0.4,2216.666667,1942.857143,1.140931373,13300,13600,0.977941176,
2,033780,200,rf,39,0.538461538,1133.333333,1268.75,0.893267652,23800,20300,1.172413793,
3,033780,200,xg,30,0.4,2600,1846.666667,1.407942238,31200,27700,1.126353791,
0,033780,250,lg,17,0.411764706,2428.571429,1100,2.207792208,17000,11000,1.545454545,
1,033780,250,dt,21,0.80952381,1476.470588,950,1.554179567,25100,3800,6.605263158,
2,033780,250,rf,29,0.586206897,1523.529412,1366.666667,1.114777618,25900,16400,1.579268293,
3,033780,250,xg,27,0.481481481,1623.076923,1300,1.24852071,21100,16900,1.24852071,
